cancelled,account_length,international_plan,voicemail_plan,num_voicemail_messages,total_day_minutes,total_day_calls,total_day_charge,total_evening_minutes,total_evening_calls,total_evening_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,num_customer_service_calls
si,0.3137254901960784,no,no,0.0,0.3216415292879691,0.8557692307692307,0.32164225293996285,0.6068601583113457,0.33653846153846156,0.6066518847006652,0.5270785659801678,0.6057692307692307,0.5271186440677966,0.6764705882352939,0.602451640685868,0.6757493188010901,1.0
no,0.35784313725490197,no,no,0.0,0.5271834444054717,0.7596153846153847,0.5271301836187333,0.36147757255936674,0.9615384615384616,0.361419068736142,0.47826086956521735,0.4423076923076923,0.4779661016949152,0.4117647058823528,0.5283208335737187,0.4114441416893733,0.13358802120193103
no,0.8186274509803921,no,no,0.0,0.32058926692388634,0.46153846153846156,0.32061068702290074,0.14097248398039958,0.22115384615384615,0.14101995565410197,0.268878718535469,0.7692307692307693,0.26864406779661004,0.5661764705882352,0.19498750024038547,0.5640326975476839,0.0
no,0.4607843137254902,no,no,0.0,0.41809891266222377,0.3846153846153847,0.4179905095935631,0.67885412740294,0.2596153846153846,0.6789356984478936,0.46414950419527073,0.6442307692307693,0.4635593220338983,0.6470588235294117,0.5283208335737187,0.6457765667574933,0.7564707973660301
no,0.29901960784313725,no,no,0.0,0.2921781830936513,0.21153846153846156,0.29213946771198684,0.9035054655107424,0.2692307692307693,0.9033259423503326,0.5049580472921433,0.4903846153846154,0.5050847457627119,0.7058823529411763,0.602451640685868,0.7057220708446867,1.0
si,0.7843137254901961,no,no,0.0,0.5011887057172922,0.1826923076923077,0.5011278729110791,0.9434602336977007,0.47115384615384615,0.9432372505543238,0.3432494279176201,0.7692307692307693,0.3432203389830509,0.13970588235294118,0.773976031629121,0.1389645776566758,1.0
no,0.411764705882353,no,si,0.8392845117511682,0.5576990529638723,0.8750000000000001,0.5576645347637714,0.8043724085940445,0.40384615384615385,0.8044345898004435,0.07131960335621662,0.2596153846153846,0.07118644067796603,0.7573529411764706,0.4406426982957874,0.7574931880108993,0.0
no,0.45098039215686275,no,no,0.0,0.5377060680462995,0.6346153846153847,0.5376521559727667,0.5680361854504334,0.6057692307692307,0.5680709534368071,0.22501906941266203,0.701923076923077,0.22457627118644063,0.33823529411764697,0.33333333333333337,0.337874659400545,0.7564707973660301
no,0.36764705882352944,no,si,0.8881867130674567,0.5341985268326902,0.17307692307692313,0.5341448318547556,0.5476818695816057,0.16346153846153844,0.5476718403547671,0.3627002288329519,0.576923076923077,0.36271186440677955,0.4779411764705881,0.5283208335737187,0.4768392370572208,0.0
no,0.35294117647058826,no,no,0.0,0.6559102069449316,0.40384615384615385,0.6558696100680834,0.34677723332076893,0.3846153846153847,0.34678492239467856,0.4660564454614798,0.25,0.46610169491525416,0.6985294117647057,0.19498750024038547,0.6975476839237058,0.0
no,0.7156862745098039,no,no,0.0,0.41283760084180987,0.6634615384615384,0.4128326800082526,0.6490765171503957,0.4326923076923077,0.6487804878048782,0.5270785659801678,0.8173076923076924,0.5271186440677966,0.5220588235294117,0.4406426982957874,0.5204359673024523,0.13358802120193103
si,0.37254901960784315,no,no,0.0,0.0876885303402315,0.3942307692307693,0.08768310295027851,0.38597813795702973,0.701923076923077,0.3858093126385809,0.5301296720061022,0.15384615384615385,0.5296610169491525,0.16176470588235292,0.602451640685868,0.1607629427792916,0.13358802120193103
no,0.6323529411764706,no,no,0.0,0.5106980007015083,0.6153846153846155,0.5106251289457396,0.020354315868827744,0.4903846153846154,0.0203991130820399,0.4241037376048818,0.28846153846153844,0.42372881355932196,0.44117647058823517,0.43486883815995836,0.44141689373297005,0.13358802120193103
no,0.5392156862745098,no,no,0.0,0.256050508593476,0.5288461538461539,0.2560346606148133,0.263098379193366,0.5192307692307693,0.26297117516629714,0.4538520213577421,0.548076923076923,0.4533898305084744,0.3088235294117646,0.602451640685868,0.3079019073569483,0.44250704934976004
no,0.6421568627450981,no,no,0.0,0.15327955103472465,0.3653846153846154,0.15329069527542807,0.6698077647945722,0.23076923076923073,0.6696230598669624,0.6346300533943554,0.6442307692307693,0.6347457627118642,0.5,0.19498750024038547,0.4986376021798365,0.13358802120193103
no,0.8480392156862745,no,no,0.0,0.30480533146264466,0.2692307692307693,0.30472457190014446,0.7900490011307955,0.6153846153846155,0.78980044345898,0.686880244088482,0.6442307692307693,0.6864406779661016,0.8823529411764703,0.5283208335737187,0.8828337874659404,0.7564707973660301
no,0.27450980392156865,no,si,0.9291204612744929,0.615924237109786,0.6442307692307693,0.6158448524860739,0.465887674330946,0.6153846153846155,0.4656319290465632,0.4275362318840578,0.6442307692307693,0.4271186440677966,0.44117647058823517,0.33333333333333337,0.44141689373297005,0.13358802120193103
no,0.25980392156862747,no,no,0.0,0.3398807435987373,0.24038461538461542,0.3397978130802558,0.3316999623068224,0.5,0.33170731707317075,0.120137299771167,0.1923076923076923,0.11949152542372876,0.8235294117647056,0.4406426982957874,0.8228882833787468,0.7564707973660301
no,0.09313725490196079,no,no,0.0,0.535250789196773,0.5865384615384616,0.5351763977718176,0.7188088955898981,0.34615384615384615,0.7188470066518846,0.42295957284515634,0.5192307692307693,0.4228813559322033,0.2058823529411764,0.602451640685868,0.20435967302452318,0.13358802120193103
no,0.23529411764705882,no,no,0.0,0.2872676253945984,0.6634615384615384,0.2871879513100888,0.5563513004146249,0.5865384615384616,0.5560975609756098,0.41228070175438586,0.40384615384615385,0.4118644067796609,0.5588235294117646,0.0,0.5585831062670301,0.0
no,0.6911764705882353,no,no,0.0,0.1662574535250789,0.451923076923077,0.16628842583041056,0.260836788541274,0.14423076923076927,0.2607538802660753,0.6861174675819983,0.9615384615384616,0.685593220338983,0.7867647058823528,0.602451640685868,0.7847411444141692,0.44250704934976004
no,0.3627450980392157,no,no,0.0,0.6618730270080673,0.548076923076923,0.6618526923870436,0.5050885789672069,0.5673076923076924,0.50509977827051,0.6697177726926009,0.48076923076923084,0.6694915254237288,0.5,0.5283208335737187,0.4986376021798365,0.0
no,0.8382352941176471,no,no,0.0,0.6124166958961768,0.701923076923077,0.6123375283680628,0.5018339992461365,0.6442307692307693,0.5017437694013305,0.8493516399694889,0.28846153846153844,0.8491525423728812,0.6691176470588234,0.8198105395457659,0.667574931880109,0.7564707973660301
si,0.05392156862745098,no,no,0.0,0.7443002455278849,0.673076923076923,0.7441716525685992,0.6969468526196758,0.6826923076923078,0.6966740576496675,0.799389778794813,0.40384615384615385,0.7991525423728811,0.6102941176470588,0.33333333333333337,0.6103542234332426,0.0
no,0.27450980392156865,no,si,0.8206188887271375,0.48895124517713084,0.4423076923076923,0.48896224468743554,0.48058801356954384,0.2596153846153846,0.4807095343680709,0.5450038138825324,0.6538461538461539,0.5449152542372879,0.3529411764705882,0.4406426982957874,0.35149863760218,0.13358802120193103
no,0.3480392156862745,no,si,0.9162011859404886,0.6404770256050508,0.3076923076923077,0.6403961213121518,0.5646437994722955,0.5192307692307693,0.5645232815964523,0.31350114416475977,0.22115384615384615,0.3135593220338982,0.8235294117647056,0.602451640685868,0.8228882833787468,0.7564707973660301
no,0.17156862745098037,no,si,0.8649205849987094,0.3819712381620485,0.7692307692307693,0.38188570249638953,0.3580851865812288,0.3076923076923077,0.35787139689578723,0.2238749046529367,0.5865384615384616,0.223728813559322,0.8088235294117645,0.602451640685868,0.8092643051771118,0.13358802120193103
no,0.37745098039215685,no,no,0.0,0.32760434935110494,0.15384615384615385,0.327625335258923,0.5887674330946098,0.6538461538461539,0.5884700665188471,0.5995423340961097,0.576923076923077,0.5991525423728812,0.4779411764705881,0.5283208335737187,0.4768392370572208,0.0
no,0.6617647058823529,si,si,0.8881867130674567,0.5840056120659418,0.5576923076923078,0.5838663090571488,0.4526950621937429,0.4903846153846154,0.4527716186252772,0.11861174675819985,0.5673076923076924,0.11864406779661013,0.5147058823529411,0.602451640685868,0.5149863760217983,0.7564707973660301
no,0.7254901960784313,no,no,0.0,0.3612767450017538,0.4423076923076923,0.36125438415514755,0.7700716170373163,0.42307692307692313,0.7698447893569846,0.4488939740655988,0.576923076923077,0.44830508474576275,0.5588235294117646,0.773976031629121,0.5585831062670301,0.0
no,0.4754901960784314,no,no,0.0,0.31182041388986315,0.5192307692307693,0.31173922013616673,0.3742932529212213,0.35576923076923084,0.374279379157428,0.4469870327993897,0.8365384615384616,0.44661016949152527,0.4338235294117646,0.19498750024038547,0.4332425068119892,0.7564707973660301
si,0.6568627450980392,si,si,0.9414092715765497,0.4759733426867765,0.35576923076923084,0.4759645141324531,0.5141349415755748,0.5673076923076924,0.5139689578713968,0.19679633867276886,0.28846153846153844,0.19661016949152538,0.8161764705882351,1.0,0.8147138964577658,0.13358802120193103
no,0.16176470588235292,no,no,0.0,0.30655910206944925,0.326923076923077,0.3065813905508562,0.809272521673577,0.48076923076923084,0.8093126385809313,0.9187643020594964,0.28846153846153844,0.9186440677966099,0.4779411764705881,0.4406426982957874,0.4768392370572208,0.44250704934976004
no,0.7794117647058824,no,no,0.0,0.16976499473868814,0.27884615384615385,0.1697957499484217,0.36863927629099136,0.5961538461538461,0.3685144124168515,0.41151792524790226,0.42307692307692313,0.4110169491525422,0.4191176470588234,0.4406426982957874,0.41689373297002735,0.7564707973660301
no,0.3088235294117647,no,no,0.0,0.4089793055068397,0.1826923076923077,0.4089127295234166,0.5966830003769318,0.673076923076923,0.5964523281596452,0.7425629290617848,0.3653846153846154,0.742372881355932,0.0,0.33333333333333337,0.0,0.0
no,0.28431372549019607,no,si,0.8481229852375862,0.29287969133637326,0.47115384615384615,0.29275840726222413,0.548435733132303,0.42307692307692313,0.5485587583148559,0.3527841342486651,0.6538461538461539,0.35254237288135587,0.3676470588235293,0.5283208335737187,0.36784741144414174,0.44250704934976004
no,0.3137254901960784,no,no,0.0,0.6099614170466503,0.6923076923076924,0.6098617701671137,0.3584621183565774,0.7115384615384616,0.3583148558758315,0.24446987032799378,0.673076923076923,0.24406779661016936,0.7132352941176469,0.5283208335737187,0.7111716621253408,0.7564707973660301
no,0.6911764705882353,no,no,0.0,0.5247281655559453,0.8173076923076924,0.5246544254177842,0.2529212212589521,0.25,0.25277161862527714,0.654462242562929,0.7596153846153847,0.6542372881355931,0.2867647058823529,0.5283208335737187,0.2861035422343325,0.44250704934976004
si,0.5784313725490197,no,no,0.0,0.42686776569624696,0.6346153846153847,0.4268619764802971,0.6174142480211082,0.6634615384615384,0.6172949002217296,0.27688787185354685,0.41346153846153844,0.276271186440678,0.3897058823529411,0.33333333333333337,0.38964577656675753,0.13358802120193103
no,0.47058823529411764,no,si,0.8107403422607161,0.33602244826376704,0.8365384615384616,0.33587786259541985,0.5642668676969468,0.09615384615384615,0.5640798226164081,0.0,0.29807692307692313,0.0,0.551470588235294,0.33333333333333337,0.5504087193460492,0.0
no,0.24999999999999997,no,no,0.0,0.5419151175026307,0.576923076923077,0.541778419641015,0.762532981530343,0.46153846153846156,0.7623059866962305,0.6338672768878717,0.375,0.6338983050847458,0.31617647058823517,0.5283208335737187,0.3160762942779292,0.7564707973660301
no,0.28921568627450983,no,no,0.0,0.6425815503332164,0.08653846153846156,0.642459253146276,0.5412740294006785,0.6442307692307693,0.541019955654102,0.6803966437833713,0.7788461538461539,0.6805084745762713,0.24264705882352933,0.33333333333333337,0.2425068119891009,0.0
no,0.044117647058823525,no,no,0.0,0.5215713784636969,0.6153846153846155,0.521559727666598,0.46249528835280806,0.17307692307692313,0.4625277161862528,0.8093058733790999,0.08653846153846156,0.8093220338983049,0.5808823529411764,0.602451640685868,0.5803814713896458,0.44250704934976004
no,0.46568627450980393,no,no,0.0,0.430726061031217,0.6634615384615384,0.4305756137817207,0.7538635506973237,0.1826923076923077,0.753880266075388,0.6022120518688023,0.1923076923076923,0.6016949152542372,0.42647058823529405,0.5283208335737187,0.4250681198910082,0.44250704934976004
si,0.4215686274509804,no,no,0.0,0.3984566818660119,0.33653846153846156,0.3983907571693832,0.5736901620806634,0.6538461538461539,0.5733924611973393,0.5083905415713195,0.7596153846153847,0.5084745762711864,0.4558823529411763,0.33333333333333337,0.455040871934605,0.13358802120193103
no,0.39215686274509803,no,no,0.0,0.4843914415994388,0.1826923076923077,0.4844233546523623,0.6852619675838674,0.35576923076923084,0.6851441241685146,0.7612509534706331,0.48076923076923084,0.7610169491525423,0.4926470588235292,0.33333333333333337,0.49046321525885567,0.0
no,0.6862745098039216,no,no,0.0,0.3139249386180287,0.48076923076923084,0.31380235197029094,0.42404824726724466,0.13461538461538458,0.42394678492239474,0.2677345537757437,0.7692307692307693,0.26779661016949147,0.3308823529411764,0.19498750024038547,0.3297002724795642,0.0
si,0.5882352941176471,no,si,0.8649205849987094,0.5647141353910908,0.7788461538461539,0.5646791829997937,0.029400678477195574,0.27884615384615385,0.029268292682926855,0.4218154080854309,0.27884615384615385,0.4211864406779661,0.16911764705882348,0.33333333333333337,0.16893732970027253,0.7564707973660301
no,0.3284313725490196,no,no,0.0,0.39074009119607156,0.21153846153846156,0.39075716938312366,0.6747078778741048,0.5,0.6745011086474502,0.22578184591914569,0.5288461538461539,0.22542372881355927,0.6323529411764705,0.33333333333333337,0.6321525885558583,0.7564707973660301
no,0.607843137254902,no,no,0.0,0.673097158891617,0.5288461538461539,0.6729936042913142,0.4142480211081794,0.7500000000000001,0.4141906873614191,0.45270785659801677,0.451923076923077,0.45254237288135585,0.6249999999999999,0.7233083338141043,0.6239782016348776,0.0
no,0.8480392156862745,no,no,0.0,0.5426166257453525,0.47115384615384615,0.5426036723746647,0.38597813795702973,0.4423076923076923,0.3858093126385809,0.366132723112128,0.05769230769230771,0.3661016949152542,0.5808823529411764,0.4406426982957874,0.5803814713896458,0.0
no,0.5637254901960784,no,si,0.8954878227854364,0.8109435285864609,0.33653846153846156,0.8108108108108107,0.41726347531096863,0.9038461538461539,0.4172949002217295,0.3649885583524027,0.5576923076923078,0.3644067796610169,0.5955882352941175,0.33333333333333337,0.5940054495912808,0.44250704934976004
no,0.35784313725490197,no,si,0.8881867130674567,0.5482286916871273,0.41346153846153844,0.5481741283268001,0.6732001507727101,0.46153846153846156,0.6731707317073172,0.2570556826849733,0.42307692307692313,0.2567796610169491,0.8161764705882351,0.33333333333333337,0.8147138964577658,0.44250704934976004
no,0.7254901960784313,no,si,0.8481229852375862,0.5026306559102068,0.42307692307692313,0.5025789147926553,0.4534489257444403,0.15384615384615385,0.4532150776053216,0.7433257055682685,0.04807692307692313,0.7432203389830507,0.6691176470588234,0.33333333333333337,0.667574931880109,0.7564707973660301
no,0.18137254901960784,no,no,0.0,0.32900736583654855,0.48076923076923084,0.3288632143593976,0.35959291368262347,0.47115384615384615,0.35964523281596456,0.3371472158657513,0.5576923076923078,0.3364406779661017,0.34558823529411753,0.602451640685868,0.34332425068119893,0.44250704934976004
no,0.19117647058823528,no,si,0.9414092715765497,0.3882848123465451,0.25,0.38828141118217463,0.38447041085563516,0.3846153846153847,0.3844789356984479,0.5472921434019831,0.5192307692307693,0.5466101694915255,0.19852941176470584,0.5283208335737187,0.19618528610354224,0.44250704934976004
no,0.20588235294117646,si,no,0.0,0.7509645738337425,0.548076923076923,0.750979987621209,0.5476818695816057,0.5384615384615384,0.5476718403547671,0.3325705568268497,0.1826923076923077,0.3322033898305084,0.42647058823529405,0.4406426982957874,0.4250681198910082,0.13358802120193103
no,0.5490196078431373,si,no,0.0,0.30796211855489297,0.4326923076923077,0.3078192696513308,0.5235582359592914,0.6826923076923078,0.5232815964523281,0.2238749046529367,0.8750000000000001,0.223728813559322,0.3529411764705882,0.7233083338141043,0.35149863760218,0.13358802120193103
no,0.6127450980392157,no,no,0.0,0.611013679410733,0.21153846153846156,0.6108933360841758,0.5631360723709009,0.3076923076923077,0.5631929046563193,0.3161708619374523,0.11538461538461542,0.31610169491525425,0.31617647058823517,0.0,0.3160762942779292,0.0
si,0.7303921568627451,no,no,0.0,0.4963170817257103,0.5096153846153847,0.4961832061068703,0.3829626837542405,0.5961538461538461,0.38270509977827044,0.297482837528604,0.5,0.29745762711864404,0.7573529411764706,0.33333333333333337,0.7574931880108993,1.0
no,0.6715686274509804,no,no,0.0,0.7169414240617328,0.4326923076923077,0.7169383123581597,0.3882397286091217,0.33653846153846156,0.38802660753880264,0.8569794050343249,0.5384615384615384,0.8567796610169489,0.6102941176470588,0.6666666666666666,0.6103542234332426,0.7564707973660301
no,0.7892156862745098,no,si,0.969739174232513,0.6576639775517362,0.47115384615384615,0.6575201155353827,0.45495665284583486,0.34615384615384615,0.4549889135254989,0.7017543859649122,0.125,0.7016949152542373,0.6323529411764705,0.19498750024038547,0.6321525885558583,0.13358802120193103
no,0.7156862745098039,no,no,0.0,0.7407927043142757,0.33653846153846156,0.740664328450588,0.30682246513381073,0.35576923076923084,0.3068736141906874,0.3886346300533943,0.5865384615384616,0.3881355932203389,0.3308823529411764,0.4406426982957874,0.3297002724795642,0.7564707973660301
no,0.4362745098039216,no,no,0.0,0.5822518414591371,0.9423076923076924,0.5822158035898494,0.6000753863550696,0.6634615384615384,0.6000000000000001,0.31197559115179246,0.548076923076923,0.31186440677966104,0.27941176470588225,0.4406426982957874,0.27792915531335155,0.0
no,0.411764705882353,no,no,0.0,0.6958961767800772,0.5865384615384616,0.6958943676500929,0.33810780248774963,0.4423076923076923,0.3379157427937916,0.4485125858123568,0.4903846153846154,0.44830508474576275,0.6249999999999999,0.33333333333333337,0.6239782016348776,0.13358802120193103
no,0.24019607843137253,no,no,0.0,0.41985268326902836,0.40384615384615385,0.41984732824427484,0.5872597059932152,0.23076923076923073,0.587139689578714,0.4225781845919145,0.6057692307692307,0.4220338983050847,0.19117647058823523,0.19498750024038547,0.19073569482288832,0.0
si,0.3970588235294118,no,no,0.0,0.9221325850578744,0.5865384615384616,0.9220136166701052,0.4278175650207312,0.5,0.4279379157427939,0.7608695652173914,0.24038461538461542,0.7601694915254236,0.6029411764705881,0.4406426982957874,0.6021798365122617,0.13358802120193103
si,0.7009803921568627,no,no,0.0,0.08488249736934411,0.6634615384615384,0.08479471838250466,0.03618545043347149,0.35576923076923084,0.03592017738359199,0.39054157131960326,0.4903846153846154,0.39067796610169486,0.34558823529411753,0.6666666666666666,0.34332425068119893,1.0
no,0.22058823529411764,no,no,0.0,0.6197825324447562,0.23076923076923073,0.6197648029709099,0.3652468903128534,0.5384615384615384,0.36496674057649675,0.40770404271548427,0.6250000000000001,0.4076271186440678,0.34558823529411753,0.33333333333333337,0.34332425068119893,0.44250704934976004
no,0.3382352941176471,no,no,0.0,0.4658014731673097,0.48076923076923084,0.46564885496183206,0.33056916698077643,0.5192307692307693,0.3303769401330377,0.6025934401220441,0.2692307692307693,0.6025423728813557,0.8455882352941175,0.19498750024038547,0.8446866485013624,0.0
no,0.7009803921568627,no,no,0.0,0.5741844966678358,0.4903846153846154,0.574169589436765,0.889558989822842,0.25,0.8895787139689579,0.5850495804729214,0.6826923076923078,0.5847457627118644,0.7132352941176469,0.19498750024038547,0.7111716621253408,0.0
no,0.5637254901960784,si,no,0.0,0.6243423360224483,0.5384615384615384,0.6243036930059831,0.5175273275537128,0.29807692307692313,0.5175166297117517,0.7929061784897025,0.5865384615384616,0.7923728813559321,0.6691176470588234,0.5283208335737187,0.667574931880109,0.7564707973660301
no,0.2647058823529412,no,si,0.8206188887271375,0.44966678358470713,0.7211538461538461,0.4495564266556633,0.25857519788918204,0.451923076923077,0.2585365853658537,0.4008390541571319,0.40384615384615385,0.40084745762711865,0.551470588235294,0.19498750024038547,0.5504087193460492,0.7564707973660301
no,0.3382352941176471,no,si,0.8107403422607161,0.743949491406524,0.5096153846153847,0.7439653393851868,0.7244628722201281,0.48076923076923084,0.7241685144124168,0.5800915331807779,0.1923076923076923,0.5796610169491525,0.4632352941176471,0.4406426982957874,0.46321525885558584,0.0
si,0.5147058823529412,no,no,0.0,0.6075061381971237,0.46153846153846156,0.6073860119661646,0.6848850358085186,0.35576923076923084,0.6847006651884702,0.4607170099160945,0.3846153846153847,0.4601694915254236,0.6544117647058822,0.0,0.6539509536784742,0.44250704934976004
no,0.6225490196078431,no,si,0.8566617910518294,0.49772009821115404,0.5384615384615384,0.4976273983907572,0.5970599321522805,0.3653846153846154,0.5968957871396896,0.9626239511823036,0.28846153846153844,0.9627118644067794,0.3749999999999999,0.6666666666666666,0.37329700272479566,0.13358802120193103
si,0.45588235294117646,no,no,0.0,0.4226587162399158,0.548076923076923,0.42252939962863634,0.32981530343007914,0.5096153846153847,0.3299334811529933,0.4538520213577421,0.34615384615384615,0.4533898305084744,0.3308823529411764,0.5283208335737187,0.3297002724795642,1.0
no,0.5392156862745098,no,no,0.0,0.6204840406874781,0.673076923076923,0.6203837425211471,0.5314738032416132,0.2692307692307693,0.5312638580931264,0.4263920671243325,0.48076923076923084,0.426271186440678,0.6249999999999999,0.19498750024038547,0.6239782016348776,0.0
no,0.35784313725490197,no,si,0.9025832398429425,0.40933005962820057,0.5384615384615384,0.40932535589024144,0.210704862419902,0.34615384615384615,0.2106430155210643,0.5015255530129672,0.08653846153846156,0.5008474576271185,0.5441176470588235,0.773976031629121,0.5422343324250682,0.44250704934976004
si,0.6225490196078431,no,no,0.0,0.7032620133286566,0.7403846153846155,0.7031153290695276,0.67885412740294,0.4326923076923077,0.6789356984478936,0.5274599542334095,0.1923076923076923,0.5271186440677966,0.7647058823529411,0.4406426982957874,0.7629427792915533,0.0
no,0.3970588235294118,no,no,0.0,0.37355313924938616,0.125,0.37342686197648034,0.48021108179419525,0.548076923076923,0.4802660753880266,0.14874141876430202,0.4423076923076923,0.14830508474576265,0.5588235294117646,0.19498750024038547,0.5585831062670301,0.0
si,0.7549019607843137,no,no,0.0,0.5822518414591371,0.5,0.5822158035898494,0.46513381078024874,0.5384615384615384,0.4651884700665189,0.47826086956521735,0.6826923076923078,0.4779661016949152,0.3970588235294117,0.4406426982957874,0.39509536784741145,0.13358802120193103
no,0.3872549019607843,no,no,0.0,0.30480533146264466,0.5,0.30472457190014446,0.3976630229928383,0.5673076923076924,0.39778270509977837,0.696414950419527,0.13461538461538458,0.6957627118644067,0.32352941176470584,0.773976031629121,0.32152588555858314,0.0
no,0.37745098039215685,no,no,0.0,0.7558751315327955,0.4326923076923077,0.7557251908396947,0.41801733886166603,0.6153846153846155,0.4177383592017739,0.7372234935163995,0.548076923076923,0.7372881355932204,0.44117647058823517,0.6666666666666666,0.44141689373297005,0.7564707973660301
no,0.4362745098039216,no,no,0.0,0.49701858996843207,0.22115384615384615,0.4970084588405199,0.46400301545420275,0.3173076923076923,0.46385809312638576,0.21777269260106785,0.41346153846153844,0.21779661016949148,0.5220588235294117,0.6666666666666666,0.5204359673024523,0.7564707973660301
no,0.5049019607843137,no,no,0.0,0.8453174324798315,0.5576923076923078,0.845265112440685,0.05088578967206936,0.6250000000000001,0.05099778270509975,0.35316552250190686,0.8557692307692307,0.35254237288135587,0.4632352941176471,0.5283208335737187,0.46321525885558584,0.0
no,0.35294117647058826,no,no,0.0,0.43037530690985615,0.5961538461538461,0.43036930059830825,0.5495665284583491,0.23076923076923073,0.5494456762749445,0.3947368421052631,0.23076923076923073,0.3940677966101695,0.6985294117647057,0.4406426982957874,0.6975476839237058,0.13358802120193103
no,0.4803921568627451,no,no,0.0,0.564012627148369,0.375,0.563853930266144,0.5269506219374294,0.2692307692307693,0.526829268292683,0.45881006864988555,0.6250000000000001,0.4584745762711863,0.38235294117647045,0.33333333333333337,0.3814713896457767,1.0
si,0.5833333333333334,no,no,0.0,0.6127674500175376,0.798076923076923,0.6127501547348877,0.5348661892197513,0.5384615384615384,0.5348115299334812,0.3684210526315788,0.46153846153846156,0.36779661016949144,0.13235294117647056,0.5283208335737187,0.13079019073569487,0.0
si,0.37254901960784315,no,no,0.0,0.7520168361978253,0.23076923076923073,0.7520115535382712,0.5209197135318506,0.7500000000000001,0.5206208425720622,0.7803203661327229,0.5865384615384616,0.7796610169491525,0.4632352941176471,0.6666666666666666,0.46321525885558584,0.44250704934976004
no,0.4754901960784314,no,si,0.7785428680464045,0.4342336022448263,0.6346153846153847,0.43408293789973185,0.6961929890689784,0.33653846153846156,0.6962305986696231,0.3417238749046529,0.42307692307692313,0.3415254237288135,0.06617647058823528,0.7233083338141043,0.06539509536784743,1.0
no,0.5245098039215687,no,no,0.0,0.49421255699754474,0.8557692307692307,0.49412007427274607,0.45797210704862423,0.2692307692307693,0.4580931263858094,0.22311212814645304,0.5192307692307693,0.22288135593220332,0.8161764705882351,0.5283208335737187,0.8147138964577658,0.13358802120193103
no,0.6568627450980392,no,no,0.0,0.40091196071553836,0.326923076923077,0.40086651537033213,0.19411986430456085,0.548076923076923,0.19423503325942348,0.4172387490465293,0.5,0.4169491525423728,0.5147058823529411,0.602451640685868,0.5149863760217983,0.13358802120193103
